id,Store Section,cleanDescription
24280,Produce,green plantain
24281,Baking Goods,avocado oil spray
24282,Dry Goods,pinch salt
24283,Dry Goods,pound dri black bean
24284,Household,quart water
24285,Produce,carrot chop
24286,Produce,stalk celeri chop
24287,Produce,larg red onion chop
24288,Produce,clove garlic crush
24289,Produce,green bell pepper chop
24290,Produce,jalapeno pepper seed minc
24291,Dry Goods,cup dri lentil
24292,Dry Goods,ounc peel dice tomato
24293,Dry Goods,tablespoon chili powder
24294,Dry Goods,teaspoon ground cumin
24295,Dry Goods,teaspoon dri oregano
24296,Dry Goods,teaspoon ground black pepper
24297,Oils,tablespoon red wine vinegar
24298,Dry Goods,tablespoon salt
24299,Dry Goods,cup uncook white rice
24300,Produce,bunch mediumthick asparagu tough end snap
24301,Dry Goods,teaspoon salt
24302,Oils,tablespoon extravirgin oliv oil
24303,Refrigerator,cup orang juic
24304,Refrigerator,tablespoon zest larg orang
24305,Baking Goods,small sugar pumpkin seed
24306,Dry Goods,cup applesauc
24307,Dry Goods,teaspoon ground cinnamon
24308,Dry Goods,salt pepper tast
24309,Dry Goods,ounc dri mushroom porcini
24310,Household,cup hot water need
24311,Oils,tablespoon extravirgin oliv oil
24312,Produce,yellow onion minc
24313,Produce,clove garlic minc
24314,Produce,tablespoon fresh thyme leav
24315,Dry Goods,pinch ground clove
24316,Dry Goods,pound assort fresh mushroom cut bite size piec
24317,Dry Goods,salt ground black pepper tast
24318,Produce,pound tomato peel seed chop
24319,Household,quart veget stock need
24320,Dry Goods,ounc instant polenta
24321,Produce,teaspoon chop fresh parsley desir
24322,Produce,potato peel cut inch cube
24323,Baking Goods,cup allpurpos flour
24324,Dry Goods,teaspoon salt
24325,Oils,tablespoon veget oil
24326,Household,tablespoon water
24327,Oils,tablespoon veget oil
24328,Produce,medium onion fine chop
24329,Produce,bunch fresh cilantro chop
24330,Produce,cup green pea
24331,Produce,green chili fine chop
24332,Household,tablespoon water need
24333,Produce,tablespoon fine chop ginger
24334,Refrigerator,tablespoon lemon juic
24335,Dry Goods,teaspoon ground coriand
24336,Dry Goods,teaspoon chaat masala
24337,Dry Goods,teaspoon amchur powder
24338,Dry Goods,teaspoon ground cumin
24339,Dry Goods,teaspoon garam masala
24340,Dry Goods,teaspoon cayenn pepper
24341,Dry Goods,salt tast
24342,Household,cup water
24343,Baking Goods,tablespoon allpurpos flour
24344,Oils,cup veget oil fri need
24345,Cheese,ounc vegan sour cream tofutti
24346,Household,cup water option
24347,Produce,tablespoon dri minc onion
24348,Baking Goods,tablespoon allpurpos flour
24349,Dry Goods,teaspoon vegan nobeef bouillon
24350,Dry Goods,teaspoon garlic powder
24351,Dry Goods,teaspoon dri basil
24352,Dry Goods,teaspoon ground black pepper
24353,Dry Goods,cup dri red wine
24354,Oils,tablespoon oliv oil
24355,Dry Goods,tablespoon soy sauc
24356,Oils,tablespoon balsam vinegar
24357,Produce,clove garlic minc
24358,Produce,larg portobello mushroom cap stem gill remov
24359,Baking Goods,cook spray
24360,Household,cup water need option
24361,Household,cup cold water
24362,Dry Goods,cup lowsodium soy sauc
24363,Dry Goods,tablespoon vegetarian beefflavor bouillon
24364,Baking Goods,tablespoon cornstarch
24365,Baking Goods,tablespoon white sugar
24366,Produce,teaspoon bottl minc garlic
24367,Oils,teaspoon rice vinegar
24368,Dry Goods,teaspoon sesam oil
24369,Produce,teaspoon minc fresh ginger root
24370,Produce,teaspoon red pepper flake tast
24371,Household,tablespoon peanut oil need
24372,Dry Goods,head cabbag coars chop
24373,Produce,bunch asparagu cut inch piec
24374,Produce,cup slice carrot
24375,Dry Goods,ounc packag fresh broccoli floret
24376,Household,cup snow pea
24377,Produce,cup diagon slice celeri
24378,Baking Goods,cup cook white rice
24379,Produce,medium eggplant peel cube
24380,Produce,small zucchini cube
24381,Produce,small yellow onion chop
24382,Dry Goods,ounc packag mushroom slice
24383,Dry Goods,tablespoon tomato past
24384,Household,cup water
24385,Produce,clove garlic minc
24386,Dry Goods,teaspoon dri basil
24387,Dry Goods,salt pepper tast
24388,Baking Goods,cook spray pam
24389,Household,cup water
24390,Dry Goods,ounc pumpkin pure
24391,Household,cup steelcut oat
24392,Baking Goods,cup brown sugar replac splenda brown sugar blend
24393,Dry Goods,tablespoon ground cinnamon
24394,Dry Goods,tablespoon pumpkin pie spice
24395,Produce,fennel trim slice
24396,Refrigerator,larg orang slice round
24397,Oils,tablespoon oliv oil
24398,Oils,tablespoon red wine vinegar
24399,Dry Goods,teaspoon poppi seed
24400,Dry Goods,salt tast
24401,Dry Goods,bunch arugula rins dri chop
24402,Dry Goods,nectarin pit
24403,Produce,cup strawberri hull
24404,Dry Goods,cup blueberri rins drain
24405,Dry Goods,cup nonfat dri milk powder
24406,Household,cup crush ice
24407,Oils,tablespoon oliv oil
24408,Produce,cup onion chop
24409,Produce,clove garlic chop divid
24410,Produce,carrot dice
24411,Dry Goods,teaspoon ground cumin
24412,Dry Goods,teaspoon salt
24413,Produce,red bell pepper dice
24414,Dry Goods,ounc can black bean drain rins
24415,Household,cup water
24416,Refrigerator,cup orang juic
24417,Dry Goods,pinch cayenn pepper tast
24418,Produce,larg golden delici appl
24419,Household,cup water
24420,Baking Goods,tablespoon muscovado dark brown sugar
24421,Dry Goods,tablespoon apricot jam
24422,Dry Goods,teaspoon ground cinnamon
24423,Dry Goods,teaspoon ground nutmeg
24424,Household,tablespoon water
24425,Baking Goods,teaspoon cornstarch
24426,Dry Goods,ounc yukon gold potato
24427,Dry Goods,tablespoon rock salt
24428,Oils,tablespoon extravirgin oliv oil divid
24429,Oils,tablespoon white wine vinegar
24430,Produce,clove garlic peel slightli crush
24431,Produce,green onion white part chop
24432,Produce,cup fine chop flatleaf parsley
24433,Dry Goods,salt freshli ground black pepper tast
24434,Produce,teaspoon red pepper flake option
24435,Household,cup water
24436,Baking Goods,cup long grain white rice
24437,Oils,tablespoon oliv oil
24438,Produce,larg onion chop
24439,Produce,larg red bell pepper chop
24440,Produce,clove garlic crush
24441,Dry Goods,ounc whole peel tomato chop
24442,Produce,cup fine chop zucchini
24443,Dry Goods,teaspoon dri oregano
24444,Dry Goods,salt pepper tast
24445,Dry Goods,ounc cannellini bean drain
24446,Produce,green bell pepper thinli slice
24447,Produce,red bell pepper thinli slice
24448,Produce,yellow bell pepper thinli slice
24449,Produce,medium fresh tomato core quarter slice thin possibl
24450,Produce,larg cucumb peel seed thinli slice
24451,Produce,spanish onion peel cut half thinli slice
24452,Oils,cup red wine vinegar
24453,Oils,cup extravirgin oliv oil
24454,Dry Goods,teaspoon salt
24455,Dry Goods,teaspoon freshli ground black pepper
24456,Baking Goods,teaspoon white sugar
24457,Dry Goods,teaspoon dri oregano
24458,Dry Goods,teaspoon dri basil
24459,Dry Goods,teaspoon dri marjoram
24460,Produce,chop fresh parsley
24461,Dry Goods,cup uncook brown rice
24462,Household,cup water
24463,Dry Goods,cup toast cashew
24464,Dry Goods,pound toast unsalt sunflow seed
24465,Produce,sweet onion chop
24466,Produce,carrot chop
24467,Oils,tablespoon extra virgin oliv oil
24468,Dry Goods,salt tast
24469,Dry Goods,cup red lentil
24470,Produce,onion chop
24471,Oils,tablespoon oliv oil
24472,Dry Goods,teaspoon ground cumin
24473,Dry Goods,teaspoon ground black pepper
24474,Dry Goods,ounc packag dri onion soup mix
24475,Refrigerator,lemon juic
24476,Produce,cup chop fresh parsley
24477,Dry Goods,ounc garbanzo bean drain rins
24478,Produce,onion grate
24479,Refrigerator,lemon juic
24480,Produce,clove garlic crush
24481,Dry Goods,teaspoon dri oregano
24482,Dry Goods,teaspoon salt
24483,Dry Goods,teaspoon ground black pepper
24484,Dry Goods,teaspoon ground cayenn pepper
24485,Oils,tablespoon oliv oil
24486,Freezer,cup frozen green pea thaw
24487,Produce,cup fine chop cilantro
24488,Produce,red bell pepper
24489,Oils,cup oliv oil
24490,Refrigerator,lemon juic
24491,Dry Goods,dash salt
24492,Produce,larg head cabbag shred
24493,Produce,cup chop tomato
24494,Oils,cup cider vinegar
24495,Baking Goods,teaspoon white sugar
24496,Dry Goods,teaspoon salt
24497,Produce,teaspoon chop fresh dill weed
24498,Dry Goods,teaspoon ground black pepper
24499,Oils,tablespoon veget oil
24500,Produce,cucumb slice
24501,Produce,cup slice red onion
24502,Produce,ripe tomato cut wedg
24503,Household,cup roll oat
24504,Dry Goods,ounc cannellini bean drain rins
24505,Baking Goods,cup white sugar
24506,Baking Goods,cup brown sugar
24507,Dry Goods,teaspoon vanilla extract
24508,Baking Goods,teaspoon bake powder
24509,Baking Goods,teaspoon bake soda
24510,Dry Goods,teaspoon ground cinnamon
24511,Produce,cup chop pit date
24512,Baking Goods,cup flake coconut
24513,Household,cup raisin
24514,Dry Goods,cup chop walnut
24515,Produce,jicama peel cut bites piec
24516,Refrigerator,tablespoon fresh lime juic
24517,Dry Goods,tablespoon chili powder
24518,Produce,roma plum tomato peel seed crush
24519,Produce,small onion chop
24520,Produce,teaspoon minc garlic
24521,Oils,cup oliv oil
24522,Dry Goods,teaspoon dri oregano
24523,Dry Goods,teaspoon dri basil
24524,Dry Goods,teaspoon ground cayenn pepper
24525,Dry Goods,teaspoon salt
24526,Dry Goods,teaspoon ground black pepper
24527,Dry Goods,pinch cinnamon
24528,Refrigerator,inch piec fresh ginger root
24529,Refrigerator,inch piec fresh turmer
24530,Refrigerator,larg naval orang peel
24531,Household,ice cube
24532,Dry Goods,cup raw walnut
24533,Oils,tablespoon oliv oil
24534,Produce,onion minc
24535,Dry Goods,salt ground black pepper tast
24536,Dry Goods,cup rins drain can black bean
24537,Baking Goods,cup cook rice
24538,Dry Goods,cup vegan barbequ sauc
24539,Household,cup cornflak crumb
24540,Baking Goods,tablespoon brown sugar
24541,Dry Goods,tablespoon chile powder
24542,Dry Goods,tablespoon ground paprika
24543,Dry Goods,tablespoon ground cumin
24544,Produce,pound potato peel slice
24545,Refrigerator,tablespoon vegan butter earth balanc tast
24546,Produce,cup fine chop leek white pale green part
24547,Produce,larg clove garlic peel halv
24548,Dry Goods,cup wholewheat elbow pasta
24549,Produce,bell pepper dice
24550,Dry Goods,cup corn
24551,Produce,stalk celeri dice
24552,Produce,tablespoon dice red onion
24553,Refrigerator,cup vegan mayonnais
24554,Baking Goods,teaspoon white vinegar
24555,Dry Goods,teaspoon dijon mustard
24556,Baking Goods,teaspoon white sugar option
24557,Dry Goods,teaspoon salt
24558,Dry Goods,teaspoon ground black pepper
24559,Produce,medium blank fresh tomatillo husk rins chop
24560,Produce,white onion chop
24561,Household,cup water need
24562,Produce,clove garlic minc
24563,Dry Goods,pepper chipotl pepper adobo sauc tast
24564,Dry Goods,teaspoon salt
24565,Dry Goods,teaspoon ground white pepper
24566,Dry Goods,teaspoon ground cumin
24567,Dry Goods,teaspoon dri mexican oregano
24568,Produce,pound small yukon gold potato scrub peel
24569,Dry Goods,ear corn shuck
24570,Dry Goods,tablespoon kosher salt
24571,Produce,medium red onion fine chop
24572,Oils,tablespoon appl cider vinegar
24573,Dry Goods,teaspoon kosher salt
24574,Dry Goods,ground black pepper tast
24575,Oils,cup extravirgin oliv oil
24576,Produce,cup fine chop fresh basil
24577,Produce,cup fine chop fresh cilantro
24578,Dry Goods,head babi bok choy
24579,Oils,tablespoon oliv oil
24580,Household,cup water
24581,Dry Goods,tablespoon caper
24582,Produce,teaspoon minc garlic
24583,Produce,teaspoon minc fresh ginger root
24584,Oils,tablespoon balsam vinegar
24585,Refrigerator,dash fresh lemon juic tast
24586,Refrigerator,cup dice mango
24587,Freezer,cup chop fresh frozen peach
24588,Refrigerator,cup chop orang segment
24589,Produce,cup chop pit nectarin
24590,Refrigerator,cup orang juic
24591,Household,cup ice
24592,Refrigerator,cup creami peanut butter
24593,Household,tablespoon hot water
24594,Dry Goods,tablespoon sriracha sauc
24595,Dry Goods,tablespoon soy sauc
24596,Dry Goods,teaspoon toast sesam oil
24597,Dry Goods,tablespoon toast sesam oil
24598,Produce,button mushroom chop
24599,Produce,green onion chop
24600,Produce,red bell pepper chop
24601,Refrigerator,ounc packag frozen rice cauliflow thaw drain
24602,Produce,medium carrot shred
24603,Dry Goods,tablespoon soy sauc
24604,Produce,tablespoon lime juic
24605,Produce,leav bibb lettuc
24606,Produce,tablespoon chop fresh cilantro tast
24607,Oils,tablespoon veget oil
24608,Dry Goods,teaspoon cumin seed
24609,Produce,cup dice red onion
24610,Dry Goods,tablespoon garam masala
24611,Dry Goods,teaspoon ground turmer
24612,Dry Goods,teaspoon salt
24613,Dry Goods,cup veget broth
24614,Dry Goods,cup uncook basmati rice rins drain
24615,Freezer,cup frozen pea carrot
24616,Dry Goods,bay leaf
24617,Dry Goods,pound japanes winter squash kabocha halv seed
24618,Oils,tablespoon canola oil need
24619,Produce,larg sweet onion chop
24620,Produce,larg leek white part cut horizont green part cut lengthwis
24621,Household,cup water need
24622,Produce,small russet potato chop
24623,Produce,larg carrot cut round
24624,Oils,cup veget stock need
24625,Dry Goods,pinch garlic salt tast
24626,Dry Goods,ground black pepper tast
24627,Baking Goods,cup white whole wheat flour
24628,Household,cup quickcook oat
24629,Baking Goods,cup white sugar
24630,Dry Goods,cup unsweeten cocoa powder
24631,Dry Goods,cup chia seed
24632,Baking Goods,tablespoon bake powder
24633,Dry Goods,teaspoon sea salt
24634,Dry Goods,cup almond milk tast divid
24635,Baking Goods,cup coconut oil melt
24636,Dry Goods,cup raw almond
24637,Dry Goods,cup raw cashew
24638,Household,cup hazelnut
24639,Dry Goods,cup raw walnut
24640,Household,cup firmli pack pit date
24641,Baking Goods,cup reduc sugar dri cranberri
24642,Dry Goods,cup unsalt cashew butter
24643,Baking Goods,cup unsweeten shred coconut
24644,Dry Goods,teaspoon sea salt
24645,Dry Goods,teaspoon ground cinnamon
24646,Oils,tablespoon veget oil
24647,Produce,small onion chop
24648,Produce,clove garlic minc
24649,Refrigerator,ounc packag firm tofu crumbl
24650,Produce,cup slice fresh mushroom
24651,Dry Goods,tablespoon soy sauc
24652,Produce,tablespoon chop fresh parsley
24653,Oils,tablespoon oliv oil
24654,Produce,cup fine chop onion
24655,Produce,tablespoon minc garlic tast
24656,Dry Goods,ounc can tomato sauc
24657,Dry Goods,ounc tomato past
24658,Produce,tablespoon red wine
24659,Oils,tablespoon balsam vinegar
24660,Produce,tablespoon ground basil
24661,Dry Goods,teaspoon salt
24662,Dry Goods,teaspoon ground black pepper
24663,Produce,teaspoon dri cilantro
24664,Dry Goods,teaspoon chili powder
24665,Dry Goods,teaspoon ground paprika
24666,Dry Goods,teaspoon ground oregano
24667,Produce,larg bay leav
24668,Baking Goods,pinch white sugar
24669,Dry Goods,pinch ground cinnamon
24670,Dry Goods,pound brussel sprout
24671,Oils,tablespoon oliv oil
24672,Dry Goods,tablespoon thai sweet chile sauc
24673,Produce,clove garlic minc
24674,Dry Goods,teaspoon soy sauc
24675,Oils,tablespoon veget oil
24676,Produce,onion dice
24677,Produce,clove garlic minc
24678,Refrigerator,bunch broccoli rabe roughli chop inch piec
24679,Dry Goods,tablespoon ponzu sauc tast
24680,Oils,tablespoon season rice wine vinegar tast
24681,Produce,kiwi peel dice
24682,Produce,quart strawberri fine chop
24683,Produce,pint fresh blackberri chop
24684,Produce,granni smith appl peel core coars shred
24685,Dry Goods,tablespoon flavor fruit jelli
24686,Baking Goods,cup brown sugar
24687,Dry Goods,tablespoon cayenn pepper
24688,Dry Goods,tablespoon habanero hot sauc
24689,Dry Goods,ounc green salsa
24690,Refrigerator,cup lime juic
24691,Produce,small head cabbag chop
24692,Produce,jalapeno pepper seed minc
24693,Produce,red onion minc
24694,Produce,carrot chop
24695,Produce,tablespoon chop fresh cilantro
24696,Produce,lime juic
24697,Dry Goods,pound chestnut
24698,Oils,cup avocado oil
24699,Produce,brown onion roughli chop
24700,Dry Goods,pound dri black bean pick rins
24701,Household,water cover
24702,Dry Goods,ounc jar tomato past tuka
24703,Produce,head garlic peel slice
24704,Produce,cup dri onion
24705,Dry Goods,tablespoon mustard seed
24706,Dry Goods,dri pasilla chile pod
24707,Dry Goods,stick cinnamon
24708,Dry Goods,tablespoon ground cardamom
24709,Dry Goods,teaspoon cumin seed
24710,Dry Goods,tablespoon dri mexican oregano
24711,Baking Goods,tablespoon brown sugar
24712,Produce,tablespoon dri epazot tast
24713,Dry Goods,salt tast
24714,Dry Goods,dri red chile stem seed
24715,Baking Goods,cup fresh grate coconut
24716,Baking Goods,cup rice flour
24717,Baking Goods,cup gram flour chickpea flour
24718,Household,tablespoon tamarind need
24719,Dry Goods,tablespoon coriand seed
24720,Dry Goods,tablespoon skin split black lentil urad dal
24721,Dry Goods,tablespoon asafoetida powder
24722,Dry Goods,medium head cabbag shred
24723,Dry Goods,pinch salt tast
24724,Baking Goods,pinch white sugar tast
24725,Oils,oil fri
24726,Dry Goods,cup uncook instant rice
24727,Refrigerator,larg firm tomato
24728,Produce,tablespoon fine chop green bell pepper
24729,Produce,tablespoon fine chop onion
24730,Produce,tablespoon fine minc fresh parsley
24731,Dry Goods,teaspoon salt
24732,Produce,clove garlic fine chop
24733,Oils,teaspoon oliv oil
24734,Oils,tablespoon oliv oil
24735,Produce,clove garlic minc
24736,Produce,onion chop
24737,Produce,roma plum tomato dice
24738,Dry Goods,teaspoon dri oregano
24739,Dry Goods,teaspoon dri basil
24740,Dry Goods,salt pepper tast
